Question,AI answer,Correct answer,Match
1133,30000.0,45000.0,0
1134,60.0,50.0,0
1135,7.0,7.0,1
1136,32.0,32.0,1
1137,44.0,26.0,0
1138,68.0,68.0,1
1139,800.0,700.0,0
1140,1.0,1.0,1
1141,60.0,27.0,0
1142,20.0,20.0,1
1143,1.0,9.0,0
1144,300.0,300.0,1
1145,34.0,34.0,1
1146,534.0,291.0,0
1147,20.0,16.0,0
1148,13.0,22.0,0
1149,9.0,9.0,1
1150,93.0,93.0,1
1151,21.0,21.0,1
1152,50.0,50.0,1
1153,12.0,12.0,1
1154,23.0,20.0,0
1155,28.0,30.0,0
1156,11.0,13.0,0
1157,120.0,120.0,1
1158,3.0,3.0,1
1159,27500.0,7300.0,0
1160,75.0,50.0,0
1161,1125.0,1125.0,1
1162,210.0,170.0,0
1163,3.0,3.0,1
1164,12.0,12.0,1
1165,25.0,9.0,0
1166,768.0,1248.0,0
1167,1700.0,2350.0,0
1168,120.0,120.0,1
1169,20.0,20.0,1
1170,2.0,2.0,1
1171,2.0,2.0,1
1172,6960.0,3160.0,0
1173,93.0,93.0,1
1174,10.0,10.0,1
1175,135.0,240.0,0
1176,24.0,16.0,0
1177,4.0,2.0,0
1178,17.0,17.0,1
1179,17.0,17.0,1
1180,36.67,50.0,0
1181,2800.0,5600.0,0
1182,8.0,20.0,0
1183,1800.0,1800.0,1
1184,10.0,11.0,0
1185,306.0,306.0,1
1186,5.0,6.0,0
1187,19.0,19.0,1
1188,3.0,5.0,0
1189,18.0,24.0,0
1190,5.0,6.0,0
1191,24.0,19.0,0
1192,100.0,100.0,1
1193,310.0,280.0,0
1194,7.5,9.0,0
1195,1200.0,1200.0,1
1196,330.0,320.0,0
1197,75.0,75.0,1
1198,1500.0,2400.0,0
1199,135.0,140.0,0
1200,8.0,2.0,0
1201,8.0,8.0,1
1202,32.0,42.0,0
1203,23.0,19.0,0
1204,240.0,240.0,1
1205,168.0,168.0,1
1206,4.0,4.0,1
1207,40000.0,40000.0,1
1208,64.0,64.0,1
1209,27.0,27.0,1
1210,32.0,29.0,0
1211,288.0,288.0,1
1212,448.0,448.0,1
1213,150.0,150.0,1
1214,38.6,31.0,0
1215,5.0,5.0,1
1216,282.0,36.0,0
1217,40.0,20.0,0
1218,63.0,75.0,0
1219,180.0,225.0,0
1220,100.0,100.0,1
1221,32.0,32.0,1
1222,10.0,10.0,1
1223,350.0,350.0,1
1224,8.2,8.0,0
1225,5.0,5.0,1
1226,3.0,3.0,1
1227,72.8,90.0,0
1228,66.0,66.0,1
1229,11.0,31.0,0
1230,36.0,36.0,1
1231,380.0,440.0,0
1232,70.0,70.0,1
1233,15.0,15.0,1
1234,81.0,81.0,1
1235,12.0,12.0,1
1236,60.0,60.0,1
1237,108.0,84.0,0
1238,78.0,78.0,1
1239,624.0,520.0,0
1240,62.5,50.0,0
1241,2.0,2.0,1
1242,4.0,8.0,0
1243,10.0,20.0,0
1244,50.0,50.0,1
1245,25.0,35.0,0
1246,96.0,96.0,1
1247,3360.0,3360.0,1
1248,8.0,7.0,0
1249,750.0,750.0,1
1250,48.0,56.0,0
1251,22.0,22.0,1
1252,30.0,30.0,1
1253,50.0,70.0,0
1254,120.0,120.0,1
1255,30.0,30.0,1
1256,9.0,12.0,0
1257,15.0,15.0,1
1258,14.0,14.0,1
1259,60.0,60.0,1
1260,7200.0,7200.0,1
1261,5.0,5.0,1
1262,230.0,235.0,0
1263,3.0,12.0,0
1264,650.0,500.0,0
1265,325.0,210.0,0
1266,48.0,36.0,0
1267,129.0,147.0,0
1268,40.0,40.0,1
1269,16.0,20.0,0
1270,54.0,54.0,1
1271,3528.0,3528.0,1
1272,70.0,43.0,0
1273,306.0,296.0,0
1274,35.0,27.0,0
1275,38.0,38.0,1
1276,1600.0,16.0,0
1277,70.0,70.0,1
1278,48.0,48.0,1
1279,665.0,665.0,1
1280,180.0,180.0,1
1281,7.0,7.0,1
1282,20.0,20.0,1
1283,14.0,12.0,0
1284,40.0,60.0,0
1285,20.0,25.0,0
1286,1218.0,1218.0,1
1287,115.0,105.0,0
1288,84.0,84.0,1
1289,1800.0,34.0,0
1290,95.0,101.0,0
1291,72.0,90.0,0
1292,27.0,27.0,1
1293,65.0,67.0,0
1294,70000.0,140000.0,0
1295,40.0,36.0,0
1296,0.0,2.0,0
1297,335.0,335.0,1
1298,170.0,60.0,0
1299,26.75,31.0,0
1300,13.0,13.0,1
1301,144.0,120.0,0
1302,28.0,23.0,0
1303,72.0,72.0,1
1304,2.0,4.0,0
1305,1000.0,1000.0,1
1306,2325.0,2325.0,1
1307,4.0,2.0,0
1308,8.0,8.0,1
1309,30.0,30.0,1
1310,1780.0,2280.0,0
1311,32.0,64.0,0
1312,594.0,594.0,1
1313,150.0,180.0,0
1314,2.0,2.0,1
1315,14.0,8.0,0
1316,5.0,5.0,1
1317,260.0,230.0,0
1318,15.0,5.0,0
1319,14.0,14.0,1
